,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
862,Maruti Esteem Vxi,2005,50000,60000,Petrol,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
863,Hyundai Verna 1.6,2011,300000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5
864,Tata Tigor 1.05,2017,420000,110000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,140.0,5
865,Maruti Ertiga VDI,2015,750000,14000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7
866,Maruti Alto 800,2012,165000,60000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69.0,5
867,Renault KWID RXT,2017,290000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
868,Hyundai EON Era,2011,160000,57000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
869,Maruti Swift Dzire,2017,695000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
870,Maruti Wagon R,2012,231000,70000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77.0,5
871,Toyota Corolla Altis,2015,1050000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,205.0,5
872,Hyundai i20 Sportz,2013,400000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5
873,Hyundai i20 2015-2017,2016,500000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
874,Tata Manza Aqua,2010,150000,120000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200.0,5
875,Mahindra Xylo H4,2016,400000,140000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,7
876,Tata Indigo LS,2010,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,13.5,5
877,Mahindra Xylo H4,2014,480000,120000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,7
878,Tata Indigo CS,2013,200000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5
879,Ford Fiesta Classic,2012,300000,64000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,160.0,5
880,Maruti Celerio VXI,2015,350000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
881,Renault Triber RXT,2019,580000,12000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7
882,Chevrolet Beat Diesel,2012,200000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5
883,Mahindra Scorpio Getaway,2016,750000,120000,Diesel,Individual,Manual,First Owner,11.0,2179,120.0,280.0,5
884,Renault KWID RXT,2016,261000,90000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
885,Chevrolet Sail 1.2,2015,371000,40000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,108.5,5
886,Mahindra Bolero DI,2010,320000,300000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180.0,7
887,Tata Indigo CS,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5
888,Hyundai Accent GLX,2003,110000,90000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,12.5,5
889,Ford Fusion 1.4,2009,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399,68.0,16.0,5
890,Mahindra Bolero 2011-2019,2016,625000,90000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7
891,Mahindra Scorpio 1.99,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,280.0,7
892,Skoda Octavia Ambition,2015,900000,168000,Diesel,Individual,Manual,First Owner,20.6,1968,141.0,320.0,5
893,Ford Figo Diesel,2010,180000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5
894,Mahindra Bolero SLX,2010,421000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
895,Tata Indigo CS,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5
896,Honda WR-V i-DTEC,2017,900000,40000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5
897,Honda City 2017-2020,2006,165000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,12.7,5
898,Hyundai i20 Magna,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,21.9,1396,90.0,22.4,5
899,Maruti Vitara Brezza,2017,750000,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5
900,Hyundai Elite i20,2019,750000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5
901,Maruti 800 Std,2002,40000,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4
902,Ford Figo Diesel,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5
903,Toyota Innova 2.5,2009,395000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,7
904,Toyota Fortuner 3.0,2010,800000,125000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7
905,Hyundai i20 1.2,2011,315000,80000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,11.4,5
906,Audi A4 2.0,2014,1600000,44000,Diesel,Individual,Automatic,Second Owner,16.55,1968,147.51,320.0,5
907,Toyota Etios GD,2013,409999,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5
908,Hyundai Grand i10,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
909,Hyundai i20 Sportz,2013,340000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5
910,Hyundai EON Magna,2015,270000,43000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
911,Tata Zest Quadrajet,2017,280000,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5
912,Tata Indica Vista,2012,130000,60000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5
913,Hyundai EON Era,2014,260000,18945,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
914,Hyundai Grand i10,2018,710000,70000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5
915,Maruti Eeco Smiles,2013,204999,100000,Petrol,Individual,Manual,Third Owner,15.1,1196,73.0,101.0,7
916,Datsun GO Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104.0,7
917,Maruti Swift Dzire,2009,180000,144000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
918,Mahindra TUV 300,2016,700000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
919,Hyundai i20 1.4,2012,320000,107825,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,22.4,5
920,Maruti Alto 800,2020,370000,15000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69.0,5
921,Renault KWID RXT,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
922,Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,138.0,6
923,Hyundai i20 Active,2018,750000,30000,Diesel,Individual,Manual,First Owner,21.19,1396,88.76,219.66,5
924,Mahindra TUV 300,2018,600000,70000,Diesel,Individual,Manual,First Owner,18.49,2179,120.0,280.0,9
925,Mahindra Bolero 2011-2019,2016,550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9
926,Toyota Innova 2.5,2013,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,7
927,Tata Tigor 1.05,2017,550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,140.0,5
928,Honda City i,2015,750000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5
929,Hyundai Santro Magna,2019,450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5
930,Maruti Ertiga VDI,2012,400000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7
931,Maruti Swift VDI,2016,520000,50000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190.0,5
932,Maruti Alto K10,2013,199000,60000,Petrol,Individual,Manual,Second Owner,20.2,998,67.1,90.0,5
933,Chevrolet Beat Diesel,2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5
934,Hyundai i20 Active,2016,540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396,88.73,219.66,5
935,Maruti SX4 ZDI,2011,250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200.0,5
936,Maruti Wagon R,2010,200000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5
937,Tata Indica V2,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,140.0,5
938,Maruti 800 AC,2007,90000,90000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
939,Hyundai Verna 1.6,2012,450000,120000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5
940,Hyundai Verna CRDi,2009,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,24.0,5
941,Tata New Safari,2007,280000,160000,Diesel,Individual,Manual,Second Owner,13.93,2956,138.1,320.0,7
942,Maruti Zen LXI,2006,120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78.0,5
943,Maruti Swift Ldi,2008,290000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5
944,Hyundai Creta 1.4,2019,1000000,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7,5
945,Maruti Swift Dzire,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5
946,Maruti Swift Dzire,2012,415000,108000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
947,Chevrolet Beat Diesel,2015,240000,55000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,142.5,5
948,Tata Indica Vista,2010,250000,37944,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,190.0,5
949,Ford Figo Diesel,2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5
950,Hyundai Verna CRDi,2008,220000,85000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5
951,Maruti Zen D,2003,85000,120000,Diesel,Individual,Manual,Third Owner,20.8,1527,58.0,789.0,5
952,Maruti Swift Dzire,2019,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5
953,Renault Duster 85PS,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,200.0,5
954,Renault Triber RXZ,2019,675000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7
955,Maruti Vitara Brezza,2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5
956,Maruti Ertiga ZDI,2012,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7
957,Maruti Eeco 5,2011,150000,80000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,101.0,5
958,Maruti Zen Estilo,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,84.0,5
959,Mahindra XUV500 W6,2015,850000,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
960,Toyota Innova 2.5,2008,330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8
961,Hyundai i20 1.4,2017,850000,63186,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
962,Mahindra Bolero SLX,2008,305000,219000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
963,Toyota Innova 2.5,2013,910000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,7
964,Toyota Innova 2.5,2012,1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,8
965,Maruti Baleno Zeta,2019,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5
966,Maruti Alto LXi,2010,150000,91500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
967,Maruti Swift VDI,2015,550000,23000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5
968,Volkswagen Vento Diesel,2012,350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250.0,5
969,Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5
970,Toyota Innova Crysta,2018,1745000,10000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7
971,Mahindra Scorpio 2009-2014,2014,611000,90000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,7
972,Honda Brio S,2016,400000,68000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5
973,Hyundai Elantra CRDi,2013,700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.24,259.87,5
974,Chevrolet Sail Hatchback,2013,300000,65000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205.0,5
975,Hyundai Getz GLS,2005,65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341,83.0,115.0,5
976,Maruti Wagon R,2011,200000,94000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5
977,Hyundai i20 Asta,2015,650000,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
978,Hyundai i20 Asta,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
979,Volkswagen Polo Diesel,2013,350000,80000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,180.0,5
980,Tata Indica V2,2011,75000,140500,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,85.0,5
981,Maruti Swift Dzire,2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5
982,Maruti Alto K10,2013,240000,60000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5
983,Tata Indica Vista,2011,180000,120000,Diesel,Individual,Manual,Second Owner,18.4,1248,75.0,190.0,5
984,Hyundai Santa Fe,2014,900000,80000,Diesel,Individual,Automatic,Second Owner,13.01,2199,194.3,436.39,7
985,Mahindra Thar DI,2014,425000,63000,Diesel,Individual,Manual,Second Owner,18.06,2523,63.0,182.5,7
986,Chevrolet Spark 1.0,2009,95000,120000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,90.3,5
987,Maruti Swift Dzire,2018,811000,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
988,Hyundai Verna VTVT,2018,1100000,60000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5
989,Chevrolet Tavera Neo,2013,600000,90000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,171.0,9
990,Maruti Ertiga VDI,2014,550000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7
991,Mahindra Scorpio S4,2015,715000,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7
992,Mahindra Xylo E8,2010,300000,40000,Diesel,Individual,Manual,First Owner,0.0,0,0.0,0.0,0
993,Tata Indigo LS,2006,100000,120000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,13.5,5
994,Mahindra Scorpio EX,2013,500000,195000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200.0,8
995,Maruti Wagon R,2013,350000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
996,Tata Indica V2,2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405,62.0,12.5,5
997,Tata Safari DICOR,2012,325000,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7
998,Maruti Wagon R,2012,220000,360003,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5
999,Maruti 800 AC,1999,55000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
1000,Renault KWID RXT,2016,330000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
1001,Mahindra Bolero 2011-2019,2014,480000,37000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7
1002,Maruti S-Cross 2017-2020,2018,950000,57000,Diesel,Individual,Manual,Second Owner,25.1,1248,88.5,200.0,5
1003,Hyundai Verna Transform,2011,300000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,24.0,5
1004,Hyundai Verna Xi,2006,170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599,103.2,14.9,5
1005,Toyota Innova 2.5,2013,850000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,8
1006,Tata Tigor 2017-2020,2019,900000,8079,Diesel,Dealer,Manual,First Owner,24.7,1047,69.0,140.0,5
1007,Toyota Innova 2.5,2015,1325000,114368,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
1008,Ford Fiesta Classic,2012,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399,67.0,160.0,5
1009,Ford Figo Diesel,2012,425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0,160.0,5
1010,Ford Aspire Titanium,2016,600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,215.0,5
1011,Ford Ecosport 1.5,2014,750000,101504,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5
1012,Ford Fiesta Classic,2012,450000,90165,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,160.0,5
1013,Ford Figo Titanium,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,25.5,1498,99.23,215.0,5
1014,Mahindra XUV500 W8,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,15.1,2179,140.0,330.0,7
1015,Fiat Punto 1.3,2013,350000,160254,Diesel,Dealer,Manual,Second Owner,0.0,0,0.0,0.0,0
1016,Ford EcoSport 1.5,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,205.0,5
1017,Hyundai Verna VTVT,2019,1100000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5
1018,Tata Tiago 1.2,2017,520000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
1019,Mahindra Scorpio S10,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7
1020,Tata Nexon 1.5,2018,950000,40000,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,260.0,5
1021,Honda City 1.5,2008,229999,120000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,146.0,5
1022,Maruti Ritz VDi,2013,409999,100000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,190.0,5
1023,Ford Fiesta EXi,2011,300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,16.3,5
1024,Tata Indica V2,2008,175000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405,68.0,13.0,5
1025,Maruti Alto LX,2000,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5
1026,Maruti Celerio ZXI,2017,425000,40000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90.0,5
1027,Chevrolet Optra Magnum,2011,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991,123.7,305.0,5
1028,Hyundai i10 Magna,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5
1029,Hyundai Creta 1.4,2017,1125000,105000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5
1030,Hyundai Xcent 1.2,2014,450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197,81.86,113.75,5
1031,Volkswagen Polo Diesel,2011,388000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,180.0,5
1032,Hyundai Verna Transform,2011,400000,60000,Petrol,Individual,Manual,First Owner,16.2,1599,103.2,14.9,5
1033,Honda City i,2015,760000,70000,Diesel,Individual,Manual,Third Owner,25.1,1498,98.6,200.0,5
1034,Maruti Alto LXi,2009,120000,90000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
1035,Maruti Swift Dzire,2019,757000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
1036,Maruti Alto 800,2015,270000,53000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5
1037,Tata Sumo MKII,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,250.0,7
1038,Toyota Innova Crysta,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7
1039,Toyota Fortuner 4x2,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,343.0,7
1040,Mahindra Thar CRDe,2014,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6
1041,Honda Mobilio S,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,200.0,7
1042,Mahindra KUV 100,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6
1043,Mahindra XUV500 W8,2013,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
1044,Toyota Innova 2.5,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7
1045,Toyota Qualis Fleet,2000,200000,100000,Diesel,Individual,Manual,First Owner,0.0,0,0.0,0.0,0
1046,Maruti Swift Dzire,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5
1047,Renault KWID RXT,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
1048,Maruti Alto K10,2013,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5
1049,Renault KWID RXT,2016,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
1050,Maruti Ertiga SHVS,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7
1051,Maruti Alto K10,2016,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5
1052,Honda BRV i-VTEC,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497,117.3,145.0,7
1053,Ford Figo Aspire,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5
1054,Hyundai Creta 1.6,2015,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
1055,Honda Jazz V,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5
1056,Hyundai Grand i10,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5
1057,BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,540.0,4
1058,Maruti Swift Dzire,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113.0,5
1059,Honda Jazz 1.2,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5
1060,Mercedes-Benz E-Class E250,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143,204.0,500.0,5
1061,Maruti Ignis 1.3,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248,74.0,190.0,5
1062,Chevrolet Cruze LTZ,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4
1063,Toyota Corolla Altis,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,173.0,5
1064,Toyota Corolla Altis,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5
1065,Mercedes-Benz GLA Class,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,300.0,5
1066,Toyota Innova Crysta,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360.0,8
1067,Kia Seltos HTX,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,250.0,5
1068,Maruti Ciaz RS,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,200.0,5
1069,Skoda Rapid 1.5,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5
